months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,total_claims,days_as_customer,high_risk
77,26,5/9/08,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,movies,other-relative,1/7/15,Multi-vehicle Collision,Rear Collision,2,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,A5,2009,Y,69080,2434,1
295,46,12/5/09,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,paintball,own-child,1/16/15,Vehicle Theft,?,1,Unknown,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N,4560,1868,0
126,28,1/5/92,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,skydiving,other-relative,1/1/15,Multi-vehicle Collision,Rear Collision,3,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,F150,2011,N,67800,8397,1
132,32,11/15/97,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,reading,wife,1/7/15,Vehicle Theft,?,1,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,Legacy,2005,N,5600,6262,0
370,55,12/22/12,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,basketball,wife,2/17/15,Vehicle Theft,?,1,Unknown,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,ML350,2015,N,9000,787,0
257,43,5/19/92,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,kayaking,other-relative,2/26/15,Single Vehicle Collision,Rear Collision,3,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N,85320,8318,1
9,24,5/25/02,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,golf,other-relative,1/31/15,Vehicle Theft,?,0,Unknown,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,A5,2001,Y,5940,4634,0
185,34,4/21/10,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,movies,husband,2/27/15,Multi-vehicle Collision,Side Collision,2,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,M5,2000,Y,51370,1773,0
234,43,3/26/90,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,reading,own-child,3/1/15,Single Vehicle Collision,Rear Collision,2,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,Neon,2011,N,51600,9106,0
253,44,5/12/07,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,golf,own-child,2/13/15,Parked Car,?,0,Unknown,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,Malibu,1998,N,5400,2834,0
233,39,1/2/01,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,reading,unmarried,1/8/15,Multi-vehicle Collision,Rear Collision,1,Fire,SC,Northbrook,9148 4th Hwy,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,95,1999,N,48870,5119,0
274,44,8/10/06,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,reading,husband,2/5/15,Vehicle Theft,?,1,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,?,5590,860,860,3870,BMW,X5,2000,N,5590,3101,0
297,48,7/28/14,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,camping,wife,2/20/15,Multi-vehicle Collision,Front Collision,2,Other,NY,Springfield,9177 Texas Ave,18,3,?,0,2,?,54960,6870,0,48090,Toyota,Corolla,2002,Y,54960,207,0
273,47,9/27/11,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,video-games,own-child,1/24/15,Multi-vehicle Collision,Side Collision,1,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,Wrangler,2014,N,39800,1215,0
147,37,4/20/13,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,chess,own-child,1/31/15,Multi-vehicle Collision,Side Collision,2,Ambulance,SC,Columbus,9942 Tree Ave,11,3,?,0,1,?,56160,6240,6240,43680,Ford,Fusion,2015,Y,56160,651,0
285,42,3/20/91,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,golf,not-in-family,1/23/15,Single Vehicle Collision,Side Collision,3,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,Corolla,2005,N,52700,8710,0
289,43,12/21/02,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,base-jumping,not-in-family,1/11/15,Multi-vehicle Collision,Side Collision,1,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,?,68580,7620,7620,53340,Jeep,Wrangler,2010,N,68580,4404,1
427,60,12/3/05,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,board-games,own-child,2/20/15,Single Vehicle Collision,Side Collision,2,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,88400.65,12980,19470,58410,Volkswagen,Jetta,2004,Y,90860,3366,1
380,53,5/25/11,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,bungie-jumping,wife,2/24/15,Parked Car,?,0,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,5700,570,570,4560,Saab,93,2001,N,5700,1371,0
13,21,10/18/06,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,golf,not-in-family,1/19/15,Multi-vehicle Collision,Side Collision,3,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,88400.65,8630,8630,77670,Accura,RSX,2014,N,94930,3015,1
282,43,7/19/06,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,video-games,not-in-family,1/8/15,Single Vehicle Collision,Side Collision,2,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,46800,4680,9360,32760,Audi,A5,2007,Y,46800,3095,0
312,47,6/8/02,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,polo,wife,3/1/15,Multi-vehicle Collision,Side Collision,3,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N,56320,4649,0
266,46,2/12/09,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,chess,husband,1/21/15,Single Vehicle Collision,Front Collision,1,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,83490,2169,1
30,36,5/14/01,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,golf,wife,2/28/15,Multi-vehicle Collision,Side Collision,3,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,?,57900,5790,5790,46320,Saab,95,2008,N,57900,5038,0
198,36,2/16/01,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,1/26/15,Multi-vehicle Collision,Rear Collision,3,Fire,SC,Springfield,5584 Britain Lane,11,3,?,1,3,YES,49410,5490,5490,38430,Audi,A3,2015,N,49410,5092,0
290,45,11/18/93,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,1/31/15,Multi-vehicle Collision,Side Collision,1,Fire,WV,Northbend,7002 Oak Hwy,22,3,?,0,1,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,66200,7744,1
260,46,2/18/90,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,2/20/15,Single Vehicle Collision,Front Collision,1,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,64080,10680,10680,42720,Toyota,Camry,2005,N,64080,9133,1
233,43,5/21/00,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,2/17/15,Multi-vehicle Collision,Side Collision,1,Other,SC,Northbrook,8995 1st Ave,17,3,?,2,3,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N,42500,5385,0
130,30,8/26/12,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,2/2/15,Multi-vehicle Collision,Side Collision,3,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,?,48950,8900,4450,35600,Suburu,Legacy,2005,N,48950,890,0
230,42,11/16/04,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,2/6/15,Multi-vehicle Collision,Rear Collision,1,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,58850,10700,10700,37450,Accura,MDX,1999,N,58850,3734,1
212,40,1/23/03,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,2/11/15,Multi-vehicle Collision,Side Collision,1,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N,82400,4402,1
299,44,11/7/08,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,1/25/15,Single Vehicle Collision,Rear Collision,1,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,?,54240,6780,6780,40680,Suburu,Impreza,2009,N,54240,2270,0
91,26,10/19/99,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,2/23/15,Multi-vehicle Collision,Front Collision,1,Other,SC,Arlington,8832 Pine Drive,15,3,?,0,2,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N,74200,5606,1
398,53,12/20/90,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,1/29/15,Single Vehicle Collision,Front Collision,3,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,?,47430,5270,5270,36890,Toyota,Camry,2000,N,47430,8806,0
218,43,2/14/96,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,1/2/15,Single Vehicle Collision,Rear Collision,2,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,3,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y,68200,6897,1
152,33,6/10/01,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,2/6/15,Single Vehicle Collision,Front Collision,1,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,63900,7100,7100,49700,Accura,TL,2014,N,63900,4989,1
212,39,3/17/10,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,2/14/15,Multi-vehicle Collision,Rear Collision,3,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,59300,11860,5930,41510,Dodge,RAM,2008,N,59300,1795,1
242,44,7/30/03,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,2/4/15,Multi-vehicle Collision,Front Collision,1,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y,66900,4207,1
80,27,9/17/14,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,2/12/15,Multi-vehicle Collision,Rear Collision,2,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,?,40810,3710,7420,29680,Ford,F150,2000,Y,40810,148,0
260,43,6/3/09,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,2/12/15,Single Vehicle Collision,Front Collision,3,Fire,NY,Riverwood,3196 Cherokee St,18,1,?,1,0,?,75400,15080,7540,52780,Honda,CRV,2011,N,75400,2080,1
133,34,10/11/94,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,1/28/15,Parked Car,?,1,Unknown,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,4200,420,840,2940,Jeep,Wrangler,2013,N,4200,7414,0
290,45,7/18/91,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,1/10/15,Multi-vehicle Collision,Side Collision,2,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y,52650,8577,0
322,49,9/24/01,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,1/19/15,Single Vehicle Collision,Rear Collision,2,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,2,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N,42240,4865,0
228,39,9/19/12,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,husband,1/19/15,Single Vehicle Collision,Side Collision,1,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N,59490,852,1
195,37,7/11/91,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,1/28/15,Single Vehicle Collision,Side Collision,2,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y,44200,8602,0
247,39,10/29/91,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,2/16/15,Vehicle Theft,?,0,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,?,7700,770,1540,5390,Saab,93,2000,N,7700,8511,0
405,57,12/28/99,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,1/8/15,Multi-vehicle Collision,Front Collision,3,Other,NY,Northbend,3841 Washington Lane,21,3,?,2,3,?,61440,10240,10240,40960,Saab,93,2008,N,61440,5490,1
144,37,10/11/12,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,1/24/15,Multi-vehicle Collision,Rear Collision,2,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y,54400,835,0
338,47,8/19/95,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,2/18/15,Single Vehicle Collision,Front Collision,3,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,?,58560,9760,9760,39040,Mercedes,E400,2002,N,58560,7123,1
121,34,2/11/91,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,1/21/15,Single Vehicle Collision,Front Collision,2,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y,67300,8745,1
398,55,7/2/91,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,1/8/15,Single Vehicle Collision,Rear Collision,2,Fire,VA,Hillsdale,6440 Rock Lane,18,1,?,1,3,YES,36740,3340,6680,26720,BMW,X5,1998,Y,36740,8591,0
9,30,4/10/94,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,2/2/15,Single Vehicle Collision,Rear Collision,3,Police,NY,Northbrook,5806 Embaracadero St,12,1,?,0,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N,85690,7603,1
115,31,12/4/05,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,3/1/15,Multi-vehicle Collision,Side Collision,2,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,34160,0,4270,29890,Audi,A5,2005,Y,34160,3374,0
280,48,7/16/14,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,2/4/15,Single Vehicle Collision,Front Collision,1,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,?,61320,10220,10220,40880,BMW,M5,1998,N,61320,203,1
254,45,9/17/03,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,husband,2/27/15,Multi-vehicle Collision,Rear Collision,3,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,?,79680,13280,13280,53120,BMW,3 Series,2004,N,79680,4181,1
141,30,7/15/00,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,2/9/15,Single Vehicle Collision,Front Collision,3,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,61740,6860,6860,48020,Audi,A3,2002,N,61740,5322,1
441,55,7/29/09,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,2/19/15,Parked Car,?,1,Unknown,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,6400,640,640,5120,Honda,Civic,2002,N,6400,2031,0
381,55,4/13/91,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,1/12/15,Single Vehicle Collision,Rear Collision,2,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,60600,12120,6060,42420,Accura,TL,2011,N,60600,8675,1
191,38,11/20/05,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,2/7/15,Multi-vehicle Collision,Side Collision,2,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,56320,3366,0
145,34,5/20/90,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,1/13/15,Single Vehicle Collision,Side Collision,3,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,52250,9004,0
479,60,11/28/02,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,1/18/15,Multi-vehicle Collision,Rear Collision,3,Other,SC,Arlington,3275 Pine St,9,2,?,0,3,?,53900,5390,10780,37730,Saab,95,2006,N,53900,4434,0
215,35,6/15/04,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,1/15/15,Vehicle Theft,?,0,Unknown,WV,Columbus,7785 Lincoln Lane,6,1,?,2,1,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,2640,3866,0
41,33,9/26/10,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,2/23/15,Vehicle Theft,?,1,Unknown,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N,8970,1611,0
45,31,9/15/90,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,2/17/15,Parked Car,?,1,Unknown,NY,Springfield,1298 Maple Hwy,6,1,?,1,3,?,6000,1000,1000,4000,Suburu,Impreza,2000,N,6000,8921,0
156,38,9/16/09,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,2/17/15,Multi-vehicle Collision,Front Collision,2,Fire,WV,Northbend,2644 MLK Drive,23,3,?,0,3,?,55200,11040,5520,38640,Saab,92x,1998,Y,55200,1980,0
246,45,8/12/99,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,1/18/15,Parked Car,?,0,Unknown,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,7260,660,1320,5280,Saab,92x,2008,N,7260,5638,0
178,39,3/8/09,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,1/17/15,Multi-vehicle Collision,Front Collision,1,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N,64680,2141,1
237,43,4/27/09,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,2/25/15,Single Vehicle Collision,Rear Collision,2,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,59200,2130,1
127,34,8/2/06,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,1/6/15,Vehicle Theft,?,1,Unknown,NC,Arlington,4460 4th Lane,8,1,YES,1,3,?,4700,470,940,3290,Saab,92x,1998,N,4700,3079,0
1,33,12/6/95,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,husband,2/26/15,Single Vehicle Collision,Side Collision,3,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,69400,7022,1
5,21,11/13/02,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,2/11/15,Single Vehicle Collision,Side Collision,3,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,40500,4473,0
64,28,11/9/91,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,2/13/15,Multi-vehicle Collision,Side Collision,1,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,60000,5000,10000,45000,Honda,Accord,1997,N,60000,8497,1
142,30,1/14/98,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,1/10/15,Single Vehicle Collision,Side Collision,1,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N,67320,6205,1
97,27,4/25/02,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,1/24/15,Multi-vehicle Collision,Side Collision,3,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,75690,8410,8410,58870,Saab,95,2014,N,75690,4657,1
121,31,7/20/91,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,2/15/15,Multi-vehicle Collision,Side Collision,2,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y,64300,8611,1
225,43,8/13/04,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,1/9/15,Multi-vehicle Collision,Rear Collision,2,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,64400,6440,6440,51520,BMW,X5,2011,N,64400,3801,1
425,53,6/24/90,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,1/31/15,Multi-vehicle Collision,Front Collision,1,Fire,WV,Northbend,6604 Apache Drive,17,3,?,1,2,?,88400.65,16180,16180,64720,Saab,92x,2005,N,97080,8987,1
285,44,8/21/91,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,2/4/15,Vehicle Theft,?,1,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,?,5500,500,500,4500,Honda,Civic,2010,N,5500,8568,0
192,38,2/25/11,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,1/30/15,Multi-vehicle Collision,Rear Collision,3,Other,SC,Northbend,9523 Solo Hwy,10,3,?,0,2,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N,30700,1435,0
285,48,2/4/13,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,2/27/15,Single Vehicle Collision,Side Collision,1,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N,33480,753,0
98,26,2/20/01,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,2/5/15,Multi-vehicle Collision,Front Collision,3,Police,WV,Northbend,2492 Lincoln Lane,13,2,?,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N,65430,5098,1
175,36,3/3/92,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,1/30/15,Multi-vehicle Collision,Rear Collision,2,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y,42680,8368,0
259,45,12/21/06,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,1/3/15,Single Vehicle Collision,Side Collision,1,Fire,WV,Springfield,6724 Andromedia St,23,1,?,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N,87780,2935,1
140,36,7/14/00,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,3/1/15,Multi-vehicle Collision,Front Collision,2,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N,72800,5343,1
231,37,12/12/91,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,2/13/15,Single Vehicle Collision,Rear Collision,2,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,?,71190,0,7910,63280,Mercedes,C300,1997,Y,71190,8464,1
186,38,7/1/13,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,husband,2/25/15,Vehicle Theft,?,0,Unknown,NY,Hillsdale,5650 Rock Ave,7,1,?,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N,3600,604,0
229,41,12/16/98,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,not-in-family,1/23/15,Single Vehicle Collision,Side Collision,2,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N,62640,5882,1
180,36,1/3/15,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,2/19/15,Multi-vehicle Collision,Front Collision,1,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,?,69630,12660,6330,50640,Toyota,Corolla,1998,N,69630,47,1
188,33,4/1/94,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,own-child,2/8/15,Multi-vehicle Collision,Rear Collision,1,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,?,76010,13820,6910,55280,Dodge,RAM,1995,Y,76010,7618,1
214,40,8/15/00,OH,100/300,1000,1648,0,MALE,JD,transport-moving,base-jumping,not-in-family,2/4/15,Single Vehicle Collision,Rear Collision,3,Other,WV,Northbrook,6638 Tree Drive,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N,44220,5286,0
178,38,11/13/14,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,wife,2/22/15,Multi-vehicle Collision,Rear Collision,1,Other,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N,57200,101,0
55,35,2/4/11,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,wife,1/14/15,Vehicle Theft,?,1,Police,WV,Columbus,4496 Pine Lane,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N,3080,1440,0
90,31,6/24/90,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,1/6/15,Single Vehicle Collision,Rear Collision,3,Other,SC,Hillsdale,8845 5th Ave,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N,75790,8962,1
135,30,1/21/09,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,wife,1/19/15,Multi-vehicle Collision,Rear Collision,1,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N,32670,2189,0
277,46,11/7/92,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,1/24/15,Vehicle Theft,?,1,Police,VA,Arlington,8638 3rd Ave,4,1,?,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N,3870,8113,0
